	abstract	1	2	3	4	5	6	7	8	9	10
6279	24157709.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6284	24166974.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
6303	24206648.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
6383	24368180.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6409	24395919.txt	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
6426	24418622.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
6468	24500480.txt	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0
6528	24590290.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6536	24604726.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
6542	24614134.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6564	24657264.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6585	2469767.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6615	24739385.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6620	24746913.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6626	24760758.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
6628	24765656.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6640	24786530.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6650	24797940.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6694	24881046.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
6701	24895124.txt	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
6711	24914891.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6720	24925644.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
6729	24935440.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6786	25029544.txt	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0
6801	25058342.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6829	2510934.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
6836	25117516.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
6854	25139900.txt	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
6864	25162672.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
6871	25172092.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
6900	25207809.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7002	25391653.txt	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
7005	25394204.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
7014	25411243.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7064	25482634.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7081	25513777.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7095	25534939.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7153	25632007.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7222	25767889.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7245	25807064.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7306	25889406.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7329	2592561.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7353	25963144.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7377	25995115.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
7406	26056944.txt	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
7415	26067271.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7430	26088138.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7454	26126119.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7531	26220855.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7582	26320582.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7615	26377177.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7625	26394407.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7781	26614523.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
7790	26632487.txt	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
7814	26673132.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
7891	26822552.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
8037	27058235.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
8041	27062399.txt	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8078	27114464.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8173	27306458.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8203	27372920.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
8282	27503891.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
8301	27541856.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8303	27545878.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
8312	27572974.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8320	27591049.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8321	27591855.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8351	27637329.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
8378	27713867.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8437	27821620.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8571	28085926.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8577	28093457.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8617	28166272.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8657	28222186.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8698	28315682.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
8727	28369115.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
8741	28393051.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8763	28430783.txt	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
8787	28470758.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8806	28499579.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8811	28507064.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
8813	28512867.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8823	28533472.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
8828	28542489.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
8908	28652405.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
8915	28668392.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
8931	28695742.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8962	28739876.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8968	28745416.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
9062	28920954.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
9112	29025973.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
9121	29040270.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
9417	29540475.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
9573	29859307.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
9583	29868502.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
9771	30201777.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
9780	30208271.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
9783	30212651.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
9814	30260060.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
9855	30328471.txt	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
9898	30426809.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
9945	30510071.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
9980	30566365.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10139	30864660.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
10181	30910870.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10204	30948704.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10273	31036650.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10293	31069272.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10318	31114583.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10363	31177902.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10533	31417085.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10580	31500298.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
10607	31543504.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10618	31558608.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10720	31707654.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10726	31722778.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10727	31723028.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10799	31836665.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10859	31918570.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
11078	32289173.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
11190	32513747.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
11266	32658937.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
11277	32678275.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
11311	32744243.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
11374	32846244.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
11465	33013867.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
11593	33241964.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
11613	33277360.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
11706	33459133.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
11824	33662035.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
11849	33735297.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
11903	33815386.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
11935	33900288.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
12159	34394119.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
12176	34423453.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
12188	34445234.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
12452	35037691.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
12469	35089437.txt	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
12629	3911948.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
12718	6223077.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
12720	6234363.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
12862	7522034.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
12881	7603574.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
12903	7678619.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
12921	7765875.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
12924	7788293.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
12933	7826360.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
12971	7995956.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
12986	806523.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
12992	8090768.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
12997	8107826.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13014	8188363.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13044	8349603.txt	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
13059	8428978.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13066	8454362.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
13069	8477845.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13073	8490244.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
13082	8529662.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
13100	8576201.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13112	8626695.txt	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
13116	8643579.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
13120	8666822.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13145	8780508.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13150	8806687.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
13152	8809039.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13154	8816411.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13163	8855323.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13179	8943398.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13181	8955886.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13187	8971721.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13197	9001210.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13208	9030541.txt	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
13211	9050847.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
13222	9114010.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13233	9169445.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13235	9171108.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13256	9250659.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13265	9284130.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
13272	9312002.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13279	9341130.txt	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
13284	9388200.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13317	9513041.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13324	9528748.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
13325	9529088.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
13347	9639558.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
13350	9659909.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13390	9738023.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
13407	9783822.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13411	9794230.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13423	9826699.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
13424	9834088.txt	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
13442	9889186.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
